_id,shana,hodesh,train_station_nm,station_status_nm,status_count
2038,2016,1,קרית חיים,בזמן,1320
2039,2016,1,קרית חיים,הקדמה ביציאה,539
2040,2016,1,ראש העין צפון,איחור,19
2041,2016,1,ראש העין צפון,בזמן,1296
2042,2016,1,ראש העין צפון,הקדמה ביציאה,711
2043,2016,1,ראשונים,איחור,7
2044,2016,1,ראשונים,בזמן,680
2045,2016,1,רחובות,איחור,25
2046,2016,1,רחובות,בזמן,1299
2047,2016,1,רחובות,הקדמה ביציאה,193
2048,2016,1,רמלה,איחור,65
2049,2016,1,רמלה,בזמן,633
2050,2016,1,רמלה,הקדמה ביציאה,621
2051,2016,1,"רשל""צ משה דיין",איחור,56
2052,2016,1,"רשל""צ משה דיין",בזמן,1126
2053,2016,1,"רשל""צ משה דיין",הקדמה ביציאה,362
2054,2016,1,שדרות,איחור,25
2055,2016,1,שדרות,בזמן,774
2056,2016,1,שדרות,הקדמה ביציאה,165
2057,2016,1,תא אוניברסיטה,איחור,152
2058,2016,1,תא אוניברסיטה,בזמן,5743
2059,2016,1,תא אוניברסיטה,הקדמה ביציאה,970
2060,2016,1,תל אביב ההגנה,איחור,221
2061,2016,1,תל אביב ההגנה,בזמן,5906
2062,2016,1,תל אביב ההגנה,הקדמה ביציאה,730
2063,2016,1,תל אביב מרכז,איחור,248
2064,2016,1,תל אביב מרכז,בזמן,5380
2065,2016,1,תל אביב מרכז,הקדמה ביציאה,1677
2066,2016,2,אופקים,איחור,26
2067,2016,2,אופקים,בזמן,835
2068,2016,2,אופקים,הקדמה ביציאה,3
2069,2016,2,אשדוד עד הלום,איחור,73
2070,2016,2,אשדוד עד הלום,בזמן,1639
2071,2016,2,אשדוד עד הלום,הקדמה ביציאה,126
2072,2016,2,אשקלון,איחור,52
2073,2016,2,אשקלון,בזמן,1756
2074,2016,2,אשקלון,הקדמה ביציאה,145
2075,2016,2,באר יעקב,איחור,12
2076,2016,2,באר יעקב,בזמן,1049
2077,2016,2,באר יעקב,הקדמה ביציאה,51
2078,2016,2,באר שבע מרכז,איחור,63
2079,2016,2,באר שבע מרכז,בזמן,1846
2080,2016,2,באר שבע מרכז,הקדמה ביציאה,2
2081,2016,2,באר שבע צפון,איחור,69
2082,2016,2,באר שבע צפון,בזמן,2051
2083,2016,2,באר שבע צפון,הקדמה ביציאה,59
2084,2016,2,בית יהושע,איחור,42
2085,2016,2,בית יהושע,בזמן,1475
2086,2016,2,בית יהושע,הקדמה ביציאה,342
2087,2016,2,בית שמש,איחור,31
2088,2016,2,בית שמש,בזמן,453
2089,2016,2,בית שמש,הקדמה ביציאה,15
2090,2016,2,בני ברק,איחור,20
2091,2016,2,בני ברק,בזמן,1366
2092,2016,2,בני ברק,הקדמה ביציאה,565
2093,2016,2,בנימינה,איחור,86
2094,2016,2,בנימינה,בזמן,2481
2095,2016,2,בנימינה,הקדמה ביציאה,94
2096,2016,2,בת גלים,איחור,67
2097,2016,2,בת גלים,בזמן,2538
2098,2016,2,בת גלים,הקדמה ביציאה,332
2099,2016,2,בת ים יוספטל,איחור,66
2100,2016,2,בת ים יוספטל,בזמן,668
2101,2016,2,בת ים יוספטל,הקדמה ביציאה,403
2102,2016,2,בת ים קוממיות,איחור,62
2103,2016,2,בת ים קוממיות,בזמן,787
2104,2016,2,בת ים קוממיות,הקדמה ביציאה,407
2105,2016,2,דימונה,איחור,5
2106,2016,2,דימונה,בזמן,101
2107,2016,2,דימונה,הקדמה ביציאה,1
2108,2016,2,הוד השרון,איחור,19
2109,2016,2,הוד השרון,בזמן,1247
2110,2016,2,הרצליה,איחור,76
2111,2016,2,הרצליה,בזמן,2231
2112,2016,2,הרצליה,הקדמה ביציאה,382
2113,2016,2,השלום,איחור,205
2114,2016,2,השלום,בזמן,5540
2115,2016,2,השלום,הקדמה ביציאה,1103
2116,2016,2,חדרה מערב,איחור,48
2117,2016,2,חדרה מערב,בזמן,1160
2118,2016,2,חדרה מערב,הקדמה ביציאה,126
2119,2016,2,חולון וולפסון,איחור,38
2120,2016,2,חולון וולפסון,בזמן,943
2121,2016,2,חולון וולפסון,הקדמה ביציאה,353
2122,2016,2,חוף הכרמל,איחור,86
2123,2016,2,חוף הכרמל,בזמן,2777
2124,2016,2,חוף הכרמל,הקדמה ביציאה,229
2125,2016,2,חוצות מפרץ,איחור,35
2126,2016,2,חוצות מפרץ,בזמן,1752
2127,2016,2,חוצות מפרץ,הקדמה ביציאה,51
2128,2016,2,חיפה מרכז,איחור,86
2129,2016,2,חיפה מרכז,בזמן,2969
2130,2016,2,חיפה מרכז,הקדמה ביציאה,64
2131,2016,2,יבנה מזרח,איחור,11
2132,2016,2,יבנה מזרח,בזמן,290
2133,2016,2,יבנה מזרח,הקדמה ביציאה,484
2134,2016,2,יבנה מערב,איחור,58
2135,2016,2,יבנה מערב,בזמן,823
2136,2016,2,יבנה מערב,הקדמה ביציאה,150
2137,2016,2,כפר חבד,איחור,11
2138,2016,2,כפר חבד,בזמן,672
2139,2016,2,כפר חבד,הקדמה ביציאה,11
2140,2016,2,כפר סבא,איחור,19
2141,2016,2,כפר סבא,בזמן,1290
2142,2016,2,כפר סבא,הקדמה ביציאה,666
2143,2016,2,לא ידוע קוד 6500,איחור,3
2144,2016,2,לא ידוע קוד 6500,בזמן,153
2145,2016,2,לא ידוע קוד 6500,הקדמה ביציאה,63
2146,2016,2,לא ידוע קוד 6700,איחור,7
2147,2016,2,לא ידוע קוד 6700,בזמן,458
2148,2016,2,לא ידוע קוד 6700,הקדמה ביציאה,1
2149,2016,2,לא ידוע קוד 800,איחור,55
2150,2016,2,לא ידוע קוד 800,בזמן,1872
2151,2016,2,לא ידוע קוד 800,הקדמה ביציאה,668
2152,2016,2,להבים רהט,איחור,26
2153,2016,2,להבים רהט,בזמן,736
2154,2016,2,להבים רהט,הקדמה ביציאה,14
2155,2016,2,לוד,איחור,95
2156,2016,2,לוד,בזמן,3335
2157,2016,2,לוד,הקדמה ביציאה,326
2158,2016,2,לוד גני אביב,איחור,15
2159,2016,2,לוד גני אביב,בזמן,360
2160,2016,2,לוד גני אביב,הקדמה ביציאה,333
2161,2016,2,מודיעין מרכז,איחור,11
2162,2016,2,מודיעין מרכז,בזמן,1515
2163,2016,2,מרכזית המפרץ/קו החוף,איחור,43
2164,2016,2,מרכזית המפרץ/קו החוף,בזמן,2543
2165,2016,2,מרכזית המפרץ/קו החוף,הקדמה ביציאה,29
2166,2016,2,נהריה,איחור,44
2167,2016,2,נהריה,בזמן,1955
2168,2016,2,נהריה,הקדמה ביציאה,1
2169,2016,2,"נתב""ג",איחור,29
2170,2016,2,"נתב""ג",בזמן,1669
2171,2016,2,"נתב""ג",הקדמה ביציאה,46
2172,2016,2,נתיבות,איחור,44
2173,2016,2,נתיבות,בזמן,829
2174,2016,2,נתיבות,הקדמה ביציאה,53
2175,2016,2,נתניה,איחור,51
2176,2016,2,נתניה,בזמן,2095
2177,2016,2,נתניה,הקדמה ביציאה,99
2178,2016,2,סגולה,איחור,16
2179,2016,2,סגולה,בזמן,1318
2180,2016,2,סגולה,הקדמה ביציאה,653
2181,2016,2,עכו,איחור,50
2182,2016,2,עכו,בזמן,2190
2183,2016,2,עכו,הקדמה ביציאה,64
2184,2016,2,עתלית,איחור,17
2185,2016,2,עתלית,בזמן,763
2186,2016,2,עתלית,הקדמה ביציאה,41
2187,2016,2,פאתי מודיעין,איחור,21
2188,2016,2,פאתי מודיעין,בזמן,1435
2189,2016,2,פאתי מודיעין,הקדמה ביציאה,79
2190,2016,2,צומת חולון,איחור,36
2191,2016,2,צומת חולון,בזמן,955
2192,2016,2,צומת חולון,הקדמה ביציאה,323
2193,2016,2,קיסריה פרדס חנה,איחור,29
2194,2016,2,קיסריה פרדס חנה,בזמן,790
2195,2016,2,קיסריה פרדס חנה,הקדמה ביציאה,161
2196,2016,2,קרית אריה,איחור,62
2197,2016,2,קרית אריה,בזמן,246
2198,2016,2,קרית אריה,הקדמה ביציאה,1398
2199,2016,2,קרית גת,איחור,31
2200,2016,2,קרית גת,בזמן,997
2201,2016,2,קרית גת,הקדמה ביציאה,74
2202,2016,2,קרית חיים,איחור,40
2203,2016,2,קרית חיים,בזמן,1319
2204,2016,2,קרית חיים,הקדמה ביציאה,492
2205,2016,2,ראש העין צפון,איחור,20
2206,2016,2,ראש העין צפון,בזמן,1288
2207,2016,2,ראש העין צפון,הקדמה ביציאה,666
2208,2016,2,ראשונים,איחור,6
2209,2016,2,ראשונים,בזמן,657
2210,2016,2,ראשונים,הקדמה ביציאה,2
2211,2016,2,רחובות,איחור,20
2212,2016,2,רחובות,בזמן,1257
2213,2016,2,רחובות,הקדמה ביציאה,198
2214,2016,2,רמלה,איחור,56
2215,2016,2,רמלה,בזמן,609
2216,2016,2,רמלה,הקדמה ביציאה,654
2217,2016,2,"רשל""צ משה דיין",איחור,76
2218,2016,2,"רשל""צ משה דיין",בזמן,1032
2219,2016,2,"רשל""צ משה דיין",הקדמה ביציאה,367
2220,2016,2,שדרות,איחור,42
2221,2016,2,שדרות,בזמן,685
2222,2016,2,שדרות,הקדמה ביציאה,172
2223,2016,2,תא אוניברסיטה,איחור,140
2224,2016,2,תא אוניברסיטה,בזמן,5645
2225,2016,2,תא אוניברסיטה,הקדמה ביציאה,997
2226,2016,2,תל אביב ההגנה,איחור,215
2227,2016,2,תל אביב ההגנה,בזמן,5772
2228,2016,2,תל אביב ההגנה,הקדמה ביציאה,731
2229,2016,2,תל אביב מרכז,איחור,214
2230,2016,2,תל אביב מרכז,בזמן,5072
2231,2016,2,תל אביב מרכז,הקדמה ביציאה,1732
2232,2016,3,אופקים,איחור,29
2233,2016,3,אופקים,בזמן,989
2234,2016,3,אופקים,הקדמה ביציאה,6
2235,2016,3,אשדוד עד הלום,איחור,78
2236,2016,3,אשדוד עד הלום,בזמן,1763
2237,2016,3,אשדוד עד הלום,הקדמה ביציאה,86
2238,2016,3,אשקלון,איחור,63
2239,2016,3,אשקלון,בזמן,1901
2240,2016,3,אשקלון,הקדמה ביציאה,105
2241,2016,3,באר יעקב,איחור,19
2242,2016,3,באר יעקב,בזמן,1034
2243,2016,3,באר יעקב,הקדמה ביציאה,56
2244,2016,3,באר שבע מרכז,איחור,96
2245,2016,3,באר שבע מרכז,בזמן,2002
2246,2016,3,באר שבע מרכז,הקדמה ביציאה,6
2247,2016,3,באר שבע צפון,איחור,89
2248,2016,3,באר שבע צפון,בזמן,2256
2249,2016,3,באר שבע צפון,הקדמה ביציאה,43
2250,2016,3,בית יהושע,איחור,41
2251,2016,3,בית יהושע,בזמן,1600
2252,2016,3,בית יהושע,הקדמה ביציאה,305
2253,2016,3,בית שמש,איחור,42
2254,2016,3,בית שמש,בזמן,256
2255,2016,3,בית שמש,הקדמה ביציאה,6
2256,2016,3,בני ברק,איחור,41
2257,2016,3,בני ברק,בזמן,1658
2258,2016,3,בני ברק,הקדמה ביציאה,399
2259,2016,3,בנימינה,איחור,85
2260,2016,3,בנימינה,בזמן,2592
2261,2016,3,בנימינה,הקדמה ביציאה,109
2262,2016,3,בת גלים,איחור,70
2263,2016,3,בת גלים,בזמן,2776
2264,2016,3,בת גלים,הקדמה ביציאה,310
2265,2016,3,בת ים יוספטל,איחור,74
2266,2016,3,בת ים יוספטל,בזמן,956
2267,2016,3,בת ים יוספטל,הקדמה ביציאה,321
2268,2016,3,בת ים קוממיות,איחור,68
2269,2016,3,בת ים קוממיות,בזמן,1050
2270,2016,3,בת ים קוממיות,הקדמה ביציאה,346
2271,2016,3,דימונה,איחור,7
2272,2016,3,דימונה,בזמן,122
2273,2016,3,דימונה,הקדמה ביציאה,1
2274,2016,3,הוד השרון,איחור,32
2275,2016,3,הוד השרון,בזמן,1328
2276,2016,3,הרצליה,איחור,74
2277,2016,3,הרצליה,בזמן,2008
2278,2016,3,הרצליה,הקדמה ביציאה,344
2279,2016,3,השלום,איחור,267
2280,2016,3,השלום,בזמן,5692
2281,2016,3,השלום,הקדמה ביציאה,929
2282,2016,3,חדרה מערב,איחור,54
2283,2016,3,חדרה מערב,בזמן,1220
2284,2016,3,חדרה מערב,הקדמה ביציאה,133
2285,2016,3,חולון וולפסון,איחור,49
2286,2016,3,חולון וולפסון,בזמן,1189
2287,2016,3,חולון וולפסון,הקדמה ביציאה,286
2288,2016,3,חוף הכרמל,איחור,85
2289,2016,3,חוף הכרמל,בזמן,2910
2290,2016,3,חוף הכרמל,הקדמה ביציאה,264
2291,2016,3,חוצות מפרץ,איחור,28
2292,2016,3,חוצות מפרץ,בזמן,1896
2293,2016,3,חוצות מפרץ,הקדמה ביציאה,49
2294,2016,3,חיפה מרכז,איחור,89
2295,2016,3,חיפה מרכז,בזמן,3072
2296,2016,3,חיפה מרכז,הקדמה ביציאה,90
2297,2016,3,יבנה מזרח,איחור,14
2298,2016,3,יבנה מזרח,בזמן,388
2299,2016,3,יבנה מזרח,הקדמה ביציאה,384
2300,2016,3,יבנה מערב,איחור,60
2301,2016,3,יבנה מערב,בזמן,950
2302,2016,3,יבנה מערב,הקדמה ביציאה,98
2303,2016,3,כפר חבד,איחור,12
2304,2016,3,כפר חבד,בזמן,690
2305,2016,3,כפר חבד,הקדמה ביציאה,11
2306,2016,3,כפר סבא,איחור,38
2307,2016,3,כפר סבא,בזמן,1518
2308,2016,3,כפר סבא,הקדמה ביציאה,576
2309,2016,3,לא ידוע קוד 6500,איחור,3
2310,2016,3,לא ידוע קוד 6500,בזמן,97
2311,2016,3,לא ידוע קוד 6500,הקדמה ביציאה,37
2312,2016,3,לא ידוע קוד 6700,איחור,6
2313,2016,3,לא ידוע קוד 6700,בזמן,280
2314,2016,3,לא ידוע קוד 6700,הקדמה ביציאה,3
2315,2016,3,לא ידוע קוד 800,איחור,58
2316,2016,3,לא ידוע קוד 800,בזמן,2060
2317,2016,3,לא ידוע קוד 800,הקדמה ביציאה,601
2318,2016,3,להבים רהט,איחור,41
2319,2016,3,להבים רהט,בזמן,813
2320,2016,3,להבים רהט,הקדמה ביציאה,16
2321,2016,3,לוד,איחור,110
2322,2016,3,לוד,בזמן,3011
2323,2016,3,לוד,הקדמה ביציאה,270
2324,2016,3,לוד גני אביב,איחור,11
2325,2016,3,לוד גני אביב,בזמן,274
2326,2016,3,לוד גני אביב,הקדמה ביציאה,241
2327,2016,3,מודיעין מרכז,איחור,19
2328,2016,3,מודיעין מרכז,בזמן,1610
2329,2016,3,מרכזית המפרץ/קו החוף,איחור,40
2330,2016,3,מרכזית המפרץ/קו החוף,בזמן,2702
2331,2016,3,מרכזית המפרץ/קו החוף,הקדמה ביציאה,39
2332,2016,3,נהריה,איחור,41
2333,2016,3,נהריה,בזמן,2055
2334,2016,3,"נתב""ג",איחור,41
2335,2016,3,"נתב""ג",בזמן,1692
2336,2016,3,"נתב""ג",הקדמה ביציאה,36
2337,2016,3,נתיבות,איחור,33
2338,2016,3,נתיבות,בזמן,958
2339,2016,3,נתיבות,הקדמה ביציאה,29
2340,2016,3,נתניה,איחור,51
2341,2016,3,נתניה,בזמן,2141
2342,2016,3,נתניה,הקדמה ביציאה,109
2343,2016,3,סגולה,איחור,35
2344,2016,3,סגולה,בזמן,1561
2345,2016,3,סגולה,הקדמה ביציאה,547
2346,2016,3,עכו,איחור,54
2347,2016,3,עכו,בזמן,2223
2348,2016,3,עכו,הקדמה ביציאה,73
2349,2016,3,עתלית,איחור,11
2350,2016,3,עתלית,בזמן,818
2351,2016,3,עתלית,הקדמה ביציאה,44
2352,2016,3,פאתי מודיעין,איחור,30
2353,2016,3,פאתי מודיעין,בזמן,1505
2354,2016,3,פאתי מודיעין,הקדמה ביציאה,77
2355,2016,3,צומת חולון,איחור,55
2356,2016,3,צומת חולון,בזמן,1184
2357,2016,3,צומת חולון,הקדמה ביציאה,264
2358,2016,3,קיסריה פרדס חנה,איחור,38
2359,2016,3,קיסריה פרדס חנה,בזמן,850
2360,2016,3,קיסריה פרדס חנה,הקדמה ביציאה,170
2361,2016,3,קרית אריה,איחור,87
2362,2016,3,קרית אריה,בזמן,231
2363,2016,3,קרית אריה,הקדמה ביציאה,1414
2364,2016,3,קרית גת,איחור,50
2365,2016,3,קרית גת,בזמן,1094
2366,2016,3,קרית גת,הקדמה ביציאה,43
2367,2016,3,קרית חיים,איחור,43
2368,2016,3,קרית חיים,בזמן,1476
2369,2016,3,קרית חיים,הקדמה ביציאה,482
2370,2016,3,ראש העין צפון,איחור,41
2371,2016,3,ראש העין צפון,בזמן,1512
2372,2016,3,ראש העין צפון,הקדמה ביציאה,578
2373,2016,3,ראשונים,איחור,3
2374,2016,3,ראשונים,בזמן,423
2375,2016,3,רחובות,איחור,27
2376,2016,3,רחובות,בזמן,1308
2377,2016,3,רחובות,הקדמה ביציאה,149
2378,2016,3,רמלה,איחור,67
2379,2016,3,רמלה,בזמן,513
2380,2016,3,רמלה,הקדמה ביציאה,515
2381,2016,3,"רשל""צ משה דיין",איחור,85
2382,2016,3,"רשל""צ משה דיין",בזמן,1263
2383,2016,3,"רשל""צ משה דיין",הקדמה ביציאה,306
2384,2016,3,שדרות,איחור,34
2385,2016,3,שדרות,בזמן,812
2386,2016,3,שדרות,הקדמה ביציאה,186
2387,2016,3,תא אוניברסיטה,איחור,169
2388,2016,3,תא אוניברסיטה,בזמן,5886
2389,2016,3,תא אוניברסיטה,הקדמה ביציאה,837
2390,2016,3,תל אביב ההגנה,איחור,276
2391,2016,3,תל אביב ההגנה,בזמן,5781
2392,2016,3,תל אביב ההגנה,הקדמה ביציאה,606
2393,2016,3,תל אביב מרכז,איחור,297
2394,2016,3,תל אביב מרכז,בזמן,5053
2395,2016,3,תל אביב מרכז,הקדמה ביציאה,1544
2396,2016,4,אופקים,איחור,30
2397,2016,4,אופקים,בזמן,860
2398,2016,4,אופקים,הקדמה ביציאה,4
2399,2016,4,אשדוד עד הלום,איחור,76
2400,2016,4,אשדוד עד הלום,בזמן,1402
2401,2016,4,אשדוד עד הלום,הקדמה ביציאה,36
2402,2016,4,אשקלון,איחור,83
2403,2016,4,אשקלון,בזמן,1642
2404,2016,4,אשקלון,הקדמה ביציאה,23
2405,2016,4,באר יעקב,איחור,32
2406,2016,4,באר יעקב,בזמן,933
2407,2016,4,באר יעקב,הקדמה ביציאה,54
2408,2016,4,באר שבע מרכז,איחור,98
2409,2016,4,באר שבע מרכז,בזמן,1730
2410,2016,4,באר שבע צפון,איחור,104
2411,2016,4,באר שבע צפון,בזמן,1833
2412,2016,4,באר שבע צפון,הקדמה ביציאה,32
2413,2016,4,בית יהושע,איחור,61
2414,2016,4,בית יהושע,בזמן,1374
2415,2016,4,בית יהושע,הקדמה ביציאה,58
2416,2016,4,בית שמש,איחור,106
2417,2016,4,בית שמש,בזמן,256
2418,2016,4,בית שמש,הקדמה ביציאה,9
2419,2016,4,בני ברק,איחור,45
2420,2016,4,בני ברק,בזמן,1556
2421,2016,4,בני ברק,הקדמה ביציאה,51
2422,2016,4,בנימינה,איחור,120
2423,2016,4,בנימינה,בזמן,2151
2424,2016,4,בנימינה,הקדמה ביציאה,104
2425,2016,4,בת גלים,איחור,99
2426,2016,4,בת גלים,בזמן,2204
2427,2016,4,בת גלים,הקדמה ביציאה,246
2428,2016,4,בת ים יוספטל,איחור,69
2429,2016,4,בת ים יוספטל,בזמן,1200
2430,2016,4,בת ים יוספטל,הקדמה ביציאה,77
2431,2016,4,בת ים קוממיות,איחור,75
2432,2016,4,בת ים קוממיות,בזמן,1306
2433,2016,4,בת ים קוממיות,הקדמה ביציאה,66
2434,2016,4,דימונה,איחור,2
2435,2016,4,דימונה,בזמן,101
2436,2016,4,הוד השרון,איחור,40
2437,2016,4,הוד השרון,בזמן,956
2438,2016,4,הרצליה,איחור,141
2439,2016,4,הרצליה,בזמן,1697
2440,2016,4,הרצליה,הקדמה ביציאה,90
2441,2016,4,השלום,איחור,360
2442,2016,4,השלום,בזמן,5492
2443,2016,4,השלום,הקדמה ביציאה,307
2444,2016,4,חדרה מערב,איחור,66
2445,2016,4,חדרה מערב,בזמן,1120
2446,2016,4,חדרה מערב,הקדמה ביציאה,105
2447,2016,4,חולון וולפסון,איחור,58
2448,2016,4,חולון וולפסון,בזמן,1432
2449,2016,4,חולון וולפסון,הקדמה ביציאה,46
2450,2016,4,חוף הכרמל,איחור,121
2451,2016,4,חוף הכרמל,בזמן,2322
2452,2016,4,חוף הכרמל,הקדמה ביציאה,211
2453,2016,4,חוצות מפרץ,איחור,43
2454,2016,4,חוצות מפרץ,בזמן,1489
2455,2016,4,חוצות מפרץ,הקדמה ביציאה,30
2456,2016,4,חיפה מרכז,איחור,107
2457,2016,4,חיפה מרכז,בזמן,2452
2458,2016,4,חיפה מרכז,הקדמה ביציאה,77
2459,2016,4,יבנה מזרח,איחור,17
2460,2016,4,יבנה מזרח,בזמן,335
2461,2016,4,יבנה מזרח,הקדמה ביציאה,262
2462,2016,4,יבנה מערב,איחור,63
2463,2016,4,יבנה מערב,בזמן,791
2464,2016,4,יבנה מערב,הקדמה ביציאה,28
2465,2016,4,כפר חבד,איחור,20
2466,2016,4,כפר חבד,בזמן,622
2467,2016,4,כפר חבד,הקדמה ביציאה,11
2468,2016,4,כפר סבא,איחור,42
2469,2016,4,כפר סבא,בזמן,1560
2470,2016,4,כפר סבא,הקדמה ביציאה,58
2471,2016,4,לא ידוע קוד 6500,איחור,22
2472,2016,4,לא ידוע קוד 6500,בזמן,148
2473,2016,4,לא ידוע קוד 6500,הקדמה ביציאה,31
2474,2016,4,לא ידוע קוד 6700,איחור,46
2475,2016,4,לא ידוע קוד 6700,בזמן,343
2476,2016,4,לא ידוע קוד 6700,הקדמה ביציאה,2
2477,2016,4,לא ידוע קוד 800,איחור,69
2478,2016,4,לא ידוע קוד 800,בזמן,1527
2479,2016,4,לא ידוע קוד 800,הקדמה ביציאה,433
2480,2016,4,להבים רהט,איחור,50
2481,2016,4,להבים רהט,בזמן,714
2482,2016,4,להבים רהט,הקדמה ביציאה,1
2483,2016,4,לוד,איחור,212
2484,2016,4,לוד,בזמן,2984
2485,2016,4,לוד,הקדמה ביציאה,107
2486,2016,4,לוד גני אביב,איחור,24
2487,2016,4,לוד גני אביב,בזמן,339
2488,2016,4,לוד גני אביב,הקדמה ביציאה,253
2489,2016,4,מודיעין מרכז,איחור,35
2490,2016,4,מודיעין מרכז,בזמן,1300
2491,2016,4,מרכזית המפרץ/קו החוף,איחור,65
2492,2016,4,מרכזית המפרץ/קו החוף,בזמן,2170
2493,2016,4,מרכזית המפרץ/קו החוף,הקדמה ביציאה,31
2494,2016,4,נהריה,איחור,49
2495,2016,4,נהריה,בזמן,1655
2496,2016,4,"נתב""ג",איחור,57
2497,2016,4,"נתב""ג",בזמן,1359
2498,2016,4,"נתב""ג",הקדמה ביציאה,72
2499,2016,4,נתיבות,איחור,35
2500,2016,4,נתיבות,בזמן,855
2501,2016,4,נתיבות,הקדמה ביציאה,7
2502,2016,4,נתניה,איחור,64
2503,2016,4,נתניה,בזמן,1640
2504,2016,4,נתניה,הקדמה ביציאה,88
2505,2016,4,סגולה,איחור,35
2506,2016,4,סגולה,בזמן,1636
2507,2016,4,סגולה,הקדמה ביציאה,53
2508,2016,4,עכו,איחור,64
2509,2016,4,עכו,בזמן,1762
2510,2016,4,עכו,הקדמה ביציאה,57
2511,2016,4,עתלית,איחור,19
2512,2016,4,עתלית,בזמן,689
2513,2016,4,עתלית,הקדמה ביציאה,38
2514,2016,4,פאתי מודיעין,איחור,47
2515,2016,4,פאתי מודיעין,בזמן,1205
2516,2016,4,פאתי מודיעין,הקדמה ביציאה,98
2517,2016,4,צומת חולון,איחור,60
2518,2016,4,צומת חולון,בזמן,1379
2519,2016,4,צומת חולון,הקדמה ביציאה,80
2520,2016,4,קיסריה פרדס חנה,איחור,55
2521,2016,4,קיסריה פרדס חנה,בזמן,810
2522,2016,4,קיסריה פרדס חנה,הקדמה ביציאה,148
2523,2016,4,קרית אריה,איחור,41
2524,2016,4,קרית אריה,בזמן,1113
2525,2016,4,קרית אריה,הקדמה ביציאה,461
2526,2016,4,קרית גת,איחור,65
2527,2016,4,קרית גת,בזמן,904
2528,2016,4,קרית גת,הקדמה ביציאה,33
2529,2016,4,קרית חיים,איחור,55
2530,2016,4,קרית חיים,בזמן,1176
2531,2016,4,קרית חיים,הקדמה ביציאה,330
2532,2016,4,ראש העין צפון,איחור,43
2533,2016,4,ראש העין צפון,בזמן,1563
2534,2016,4,ראש העין צפון,הקדמה ביציאה,55
2535,2016,4,ראשונים,איחור,13
2536,2016,4,ראשונים,בזמן,587
2537,2016,4,רחובות,איחור,46
2538,2016,4,רחובות,בזמן,1188
2539,2016,4,רחובות,הקדמה ביציאה,50
2540,2016,4,רמלה,איחור,129
2541,2016,4,רמלה,בזמן,544
2542,2016,4,רמלה,הקדמה ביציאה,433
2543,2016,4,"רשל""צ משה דיין",איחור,76
2544,2016,4,"רשל""צ משה דיין",בזמן,1237
2545,2016,4,"רשל""צ משה דיין",הקדמה ביציאה,124
2546,2016,4,שדרות,איחור,44
2547,2016,4,שדרות,בזמן,549
2548,2016,4,שדרות,הקדמה ביציאה,247
2549,2016,4,תא אוניברסיטה,איחור,260
2550,2016,4,תא אוניברסיטה,בזמן,5206
2551,2016,4,תא אוניברסיטה,הקדמה ביציאה,209
2552,2016,4,תל אביב ההגנה,איחור,370
2553,2016,4,תל אביב ההגנה,בזמן,5306
2554,2016,4,תל אביב ההגנה,הקדמה ביציאה,299
2555,2016,4,תל אביב מרכז,איחור,389
2556,2016,4,תל אביב מרכז,בזמן,4774
2557,2016,4,תל אביב מרכז,הקדמה ביציאה,791
2558,2016,5,אופקים,איחור,38
2559,2016,5,אופקים,בזמן,998
2560,2016,5,אופקים,הקדמה ביציאה,5
2561,2016,5,אשדוד עד הלום,איחור,83
2562,2016,5,אשדוד עד הלום,בזמן,1758
2563,2016,5,אשדוד עד הלום,הקדמה ביציאה,45
2564,2016,5,אשקלון,איחור,83
2565,2016,5,אשקלון,בזמן,1986
2566,2016,5,אשקלון,הקדמה ביציאה,36
2567,2016,5,באר יעקב,איחור,27
2568,2016,5,באר יעקב,בזמן,1042
2569,2016,5,באר יעקב,הקדמה ביציאה,74
2570,2016,5,באר שבע מרכז,איחור,115
2571,2016,5,באר שבע מרכז,בזמן,2033
2572,2016,5,באר שבע צפון,איחור,112
2573,2016,5,באר שבע צפון,בזמן,2165
2574,2016,5,באר שבע צפון,הקדמה ביציאה,41
2575,2016,5,בית יהושע,איחור,77
2576,2016,5,בית יהושע,בזמן,1439
2577,2016,5,בית יהושע,הקדמה ביציאה,64
2578,2016,5,בית שמש,איחור,72
2579,2016,5,בית שמש,בזמן,394
2580,2016,5,בית שמש,הקדמה ביציאה,11
2581,2016,5,בני ברק,איחור,50
2582,2016,5,בני ברק,בזמן,1768
2583,2016,5,בני ברק,הקדמה ביציאה,60
2584,2016,5,בנימינה,איחור,195
2585,2016,5,בנימינה,בזמן,2263
2586,2016,5,בנימינה,הקדמה ביציאה,118
2587,2016,5,בת גלים,איחור,141
2588,2016,5,בת גלים,בזמן,2301
2589,2016,5,בת גלים,הקדמה ביציאה,298
2590,2016,5,בת ים יוספטל,איחור,78
2591,2016,5,בת ים יוספטל,בזמן,1374
2592,2016,5,בת ים יוספטל,הקדמה ביציאה,122
2593,2016,5,בת ים קוממיות,איחור,83
2594,2016,5,בת ים קוממיות,בזמן,1528
2595,2016,5,בת ים קוממיות,הקדמה ביציאה,81
2596,2016,5,דימונה,איחור,5
2597,2016,5,דימונה,בזמן,112
2598,2016,5,הוד השרון,איחור,40
2599,2016,5,הוד השרון,בזמן,1143
2600,2016,5,הרצליה,איחור,153
2601,2016,5,הרצליה,בזמן,1955
2602,2016,5,הרצליה,הקדמה ביציאה,82
